donation_number,donor,legislator,amount,releasedate
10202,Amazon.com,N00033997,6000,"2019-10-16 00:00:00 +0000"
10203,"American Chemistry Council",N00033997,6000,"2019-10-16 00:00:00 +0000"
10204,"Cubic Corp",N00033997,6000,"2019-10-16 00:00:00 +0000"
10205,"General Dynamics",N00033997,6000,"2019-10-16 00:00:00 +0000"
10206,"It Starts Today                                   ",N00035825,32050,"2019-10-16 00:00:00 +0000"
10207,"Desert Caucus",N00035825,10000,"2019-10-16 00:00:00 +0000"
10208,"Sares-Regis Group",N00035825,8400,"2019-10-16 00:00:00 +0000"
10209,"Northrop Grumman",N00035825,8011,"2019-10-16 00:00:00 +0000"
10210,"American Society of Anesthesiologists",N00035825,7500,"2019-10-16 00:00:00 +0000"
10211,VoteVets.org,N00035825,7500,"2019-10-16 00:00:00 +0000"
10212,"Dalton Investments",N00035825,6600,"2019-10-16 00:00:00 +0000"
10213,"Thomas Safran & Assoc",N00035825,6600,"2019-10-16 00:00:00 +0000"
10214,"Munger, Tolles & Olson",N00035825,6100,"2019-10-16 00:00:00 +0000"
10215,"Jeffer Mangels Butler & Mitchell Llp",N00035825,5850,"2019-10-16 00:00:00 +0000"
10216,"Dance Resource of Greater Los Angeles",N00035825,5600,"2019-10-16 00:00:00 +0000"
10217,"Democracy Engine",N00035825,5600,"2019-10-16 00:00:00 +0000"
10218,"Disney Studio",N00035825,5600,"2019-10-16 00:00:00 +0000"
10219,"DreamWorks SKG",N00035825,5600,"2019-10-16 00:00:00 +0000"
10220,"Fairchild Venture Capital",N00035825,5600,"2019-10-16 00:00:00 +0000"
10221,"Felix Chi-Ming Yip Md",N00035825,5600,"2019-10-16 00:00:00 +0000"
10222,"Green Maple Law Group",N00035825,5600,"2019-10-16 00:00:00 +0000"
10223,"Hospitality Investment Group",N00035825,5600,"2019-10-16 00:00:00 +0000"
10224,"Hotel Indigo",N00035825,5600,"2019-10-16 00:00:00 +0000"
10225,"Katherman Co",N00035825,5600,"2019-10-16 00:00:00 +0000"
10226,"Minson Corp",N00035825,5600,"2019-10-16 00:00:00 +0000"
10227,"N&K Commercial Property",N00035825,5600,"2019-10-16 00:00:00 +0000"
10228,"Participant Media",N00035825,5600,"2019-10-16 00:00:00 +0000"
10229,"Proskauer Rose",N00035825,5600,"2019-10-16 00:00:00 +0000"
10230,"Raine Group",N00035825,5600,"2019-10-16 00:00:00 +0000"
10231,"Rosenbloom Entertainment",N00035825,5600,"2019-10-16 00:00:00 +0000"
10232,"Seville Classics                                  ",N00035825,5600,"2019-10-16 00:00:00 +0000"
10233,"Trendnet Inc",N00035825,5600,"2019-10-16 00:00:00 +0000"
10234,"Warland Investments",N00035825,5600,"2019-10-16 00:00:00 +0000"
10235,"American Crystal Sugar",N00036107,10000,"2019-10-16 00:00:00 +0000"
10236,"UNITE HERE",N00036107,10000,"2019-10-16 00:00:00 +0000"
10237,"United Food & Commercial Workers Union",N00036107,10000,"2019-10-16 00:00:00 +0000"
10238,"Honeywell International",N00036107,5500,"2019-10-16 00:00:00 +0000"
10239,"American Assn for Justice",N00036107,5000,"2019-10-16 00:00:00 +0000"
10240,"American Federation of State/Cnty/Munic Employees",N00036107,5000,"2019-10-16 00:00:00 +0000"
10241,"American Federation of Teachers",N00036107,5000,"2019-10-16 00:00:00 +0000"
10242,"Carpenters & Joiners Union",N00036107,5000,"2019-10-16 00:00:00 +0000"
10243,"Machinists/Aerospace Workers Union",N00036107,5000,"2019-10-16 00:00:00 +0000"
10244,"AT&T Inc",N00036107,4500,"2019-10-16 00:00:00 +0000"
10245,"National Air Traffic Controllers Assn",N00036107,4000,"2019-10-16 00:00:00 +0000"
10246,"Williams & Jensen",N00036107,3500,"2019-10-16 00:00:00 +0000"
10247,"Pachulski, Stang et al",N00036107,3300,"2019-10-16 00:00:00 +0000"
10248,"Edison International",N00036107,3000,"2019-10-16 00:00:00 +0000"
10249,"Ogilvy Government Relations",N00036107,3000,"2019-10-16 00:00:00 +0000"
10250,"Pfizer Inc",N00036107,3000,"2019-10-16 00:00:00 +0000"
10251,"SMART Transportation Division",N00036107,3000,"2019-10-16 00:00:00 +0000"
10252,"Apple Inc",N00036107,2800,"2019-10-16 00:00:00 +0000"
10253,"Barona Band of Mission Indians",N00036107,2800,"2019-10-16 00:00:00 +0000"
10254,"Hackman Capital Partners",N00036107,2800,"2019-10-16 00:00:00 +0000"
10255,"Pechanga Band of Luiseno Mission Indians",N00036107,2800,"2019-10-16 00:00:00 +0000"
10256,"Schall Law Firm",N00036107,2800,"2019-10-16 00:00:00 +0000"
10257,"Shernoff, Bidart et al                  ",N00036107,2800,"2019-10-16 00:00:00 +0000"
10258,"Goldman Sachs",N00035391,48100,"2019-06-10 00:00:00 +0000"
10259,"Cox Enterprises",N00035391,24750,"2019-06-10 00:00:00 +0000"
10260,"Capital Group Companies",N00035391,24407,"2019-06-10 00:00:00 +0000"
10261,"Keyes Automotive Group",N00035391,24300,"2019-06-10 00:00:00 +0000"
10262,"Sa Recycling",N00035391,18100,"2019-06-10 00:00:00 +0000"
10263,"Elliott Management",N00035391,17300,"2019-06-10 00:00:00 +0000"
10264,"Allergan Inc",N00035391,16200,"2019-06-10 00:00:00 +0000"
10265,"Alticor Inc",N00035391,16200,"2019-06-10 00:00:00 +0000"
10266,"Franklin Resources",N00035391,16200,"2019-06-10 00:00:00 +0000"
10267,"Northwest Excavating",N00035391,16200,"2019-06-10 00:00:00 +0000"
10268,"Quicken Loans",N00035391,15800,"2019-06-10 00:00:00 +0000"
10269,"Glaser Weil",N00035391,14400,"2019-06-10 00:00:00 +0000"
10270,"Edwards Lifesciences",N00035391,14000,"2019-06-10 00:00:00 +0000"
10271,"Blackstone Group",N00035391,13500,"2019-06-10 00:00:00 +0000"
10272,"Capital Group",N00035391,13500,"2019-06-10 00:00:00 +0000"
10273,"Reyes Holdings",N00035391,13500,"2019-06-10 00:00:00 +0000"
10274,"Galpin Motors",N00035391,13200,"2019-06-10 00:00:00 +0000"
10275,"Generations Healthcare",N00035391,13100,"2019-06-10 00:00:00 +0000"
10276,"Verizon Communications",N00035391,12900,"2019-06-10 00:00:00 +0000"
10277,"Altria Group",N00035391,12700,"2019-06-10 00:00:00 +0000"
10278,"Chevron Corp",N00035391,12700,"2019-06-10 00:00:00 +0000"
10279,"Koch Industries",N00035391,12700,"2019-06-10 00:00:00 +0000"
10280,"House Freedom Fund",N00030829,8333,"2019-10-16 00:00:00 +0000"
10281,"Elliott Management",N00030829,5600,"2019-10-16 00:00:00 +0000"
10282,Anheuser-Busch,N00030829,5000,"2019-10-16 00:00:00 +0000"
10283,"Associated Builders & Contractors",N00030829,5000,"2019-10-16 00:00:00 +0000"
10284,"Locke Lord LLP",N00030829,5000,"2019-10-16 00:00:00 +0000"
10285,"Pinnacle West Capital",N00030829,5000,"2019-10-16 00:00:00 +0000"
10286,"T-Mobile USA",N00030829,3500,"2019-10-16 00:00:00 +0000"
10287,"Silencer Shop",N00030829,2800,"2019-10-16 00:00:00 +0000"
10288,"American Bankers Assn",N00030829,2500,"2019-10-16 00:00:00 +0000"
10289,"CRH Americas",N00030829,2500,"2019-10-16 00:00:00 +0000"
10290,"GEO Group",N00030829,2500,"2019-10-16 00:00:00 +0000"
10291,"Google Inc",N00030829,2500,"2019-10-16 00:00:00 +0000"
10292,"National Assn of Home Builders",N00030829,2500,"2019-10-16 00:00:00 +0000"
10293,"National Auto Dealers Assn",N00030829,2500,"2019-10-16 00:00:00 +0000"
10294,"Raytheon Co",N00030829,2500,"2019-10-16 00:00:00 +0000"
10295,"Hill Country Class 3 LLC",N00030829,2200,"2019-10-16 00:00:00 +0000"
10296,"Meadows for Congress",N00030829,2000,"2019-10-16 00:00:00 +0000"
10297,"Realogy Corp",N00030829,2000,"2019-10-16 00:00:00 +0000"
10298,"Toyota Motor North America",N00030829,2000,"2019-10-16 00:00:00 +0000"
10299,"Invest in a Strong & Secure America",N00030829,1500,"2019-10-16 00:00:00 +0000"
10300,"Oracle Corp",N00030829,1500,"2019-10-16 00:00:00 +0000"
10301,"Twinlogic Strategies",N00030829,1500,"2019-10-16 00:00:00 +0000"
10302,"KKR & Co                                ",N00035403,32900,"2019-06-10 00:00:00 +0000"
10303,"NextEra Energy",N00035403,28200,"2019-06-10 00:00:00 +0000"
10304,"Leon Medical Centers",N00035403,24300,"2019-06-10 00:00:00 +0000"
10305,"Quicken Loans",N00035403,23750,"2019-06-10 00:00:00 +0000"
10306,"Costa Farms",N00035403,21000,"2019-06-10 00:00:00 +0000"
10307,"Coca-Cola Co",N00035403,20700,"2019-06-10 00:00:00 +0000"
10308,"CC Residential                                    ",N00035403,19600,"2019-06-10 00:00:00 +0000"
10309,"Blackstone Group",N00035403,18900,"2019-06-10 00:00:00 +0000"
10310,"Goldman Sachs",N00035403,18300,"2019-06-10 00:00:00 +0000"
10311,"Republican Jewish Coalition",N00035403,18200,"2019-06-10 00:00:00 +0000"
10312,"Capital Group Companies",N00035403,18100,"2019-06-10 00:00:00 +0000"
10313,"Ryder System",N00035403,17200,"2019-06-10 00:00:00 +0000"
10314,"Ernst & Young",N00035403,17000,"2019-06-10 00:00:00 +0000"
10315,"Mastec Inc",N00035403,16200,"2019-06-10 00:00:00 +0000"
10316,"Horsepower Electric",N00035403,16000,"2019-06-10 00:00:00 +0000"
10317,"Duty Free Americas",N00035403,15000,"2019-06-10 00:00:00 +0000"
10318,"L&R Structural Corp",N00035403,14200,"2019-06-10 00:00:00 +0000"
10319,"De Moya Group",N00035403,13800,"2019-06-10 00:00:00 +0000"
10320,"Publix Super Markets",N00035403,12900,"2019-06-10 00:00:00 +0000"
10321,"Florida East Coast Industries",N00035403,12700,"2019-06-10 00:00:00 +0000"
10322,"Associated Urological Specialists",N00035346,16000,"2019-10-16 00:00:00 +0000"
10323,"Charter Communications",N00035346,10000,"2019-10-16 00:00:00 +0000"
10324,"Lowe's Companies",N00035346,10000,"2019-10-16 00:00:00 +0000"
10325,"Majority Cmte PAC",N00035346,10000,"2019-10-16 00:00:00 +0000"
10326,"General Dynamics",N00035346,8500,"2019-10-16 00:00:00 +0000"
10327,"Comcast Corp",N00035346,7500,"2019-10-16 00:00:00 +0000"
10328,"Home Depot",N00035346,7500,"2019-10-16 00:00:00 +0000"
10329,"National Cotton Council",N00035346,7500,"2019-10-16 00:00:00 +0000"
10330,"American Optometric Assn",N00035346,7499,"2019-10-16 00:00:00 +0000"
10331,"Lockheed Martin",N00035346,7000,"2019-10-16 00:00:00 +0000"
10332,"Koch Industries",N00035346,6000,"2019-10-16 00:00:00 +0000"
10333,"US Peanut PAC",N00035346,6000,"2019-10-16 00:00:00 +0000"
10334,"Grainger Honda",N00035346,5850,"2019-10-16 00:00:00 +0000"
10335,"Bonitz of Ga",N00035346,5600,"2019-10-16 00:00:00 +0000"
10336,"Clearpath Foundation",N00035346,5600,"2019-10-16 00:00:00 +0000"
10337,"Colonial Oil Industries",N00035346,5600,"2019-10-16 00:00:00 +0000"
10338,"Dulany Ind",N00035346,5600,"2019-10-16 00:00:00 +0000"
10339,"Envirovac Holdings",N00035346,5600,"2019-10-16 00:00:00 +0000"
10340,"Georgia Center for Reproductive Medici",N00035346,5600,"2019-10-16 00:00:00 +0000"
10341,"Resource & Land Consultant                        ",N00035346,5600,"2019-10-16 00:00:00 +0000"
10342,"Thomas & Hutton",N00035346,5600,"2019-10-16 00:00:00 +0000"
10343,"Waters Capital Partners",N00035346,5600,"2019-10-16 00:00:00 +0000"
10344,"Yancey Brothers",N00035346,5600,"2019-10-16 00:00:00 +0000"
10345,"House Freedom Fund",N00032243,31300,"2019-10-16 00:00:00 +0000"
10346,"Crenshaw Managament Co                            ",N00032243,5600,"2019-10-16 00:00:00 +0000"
10347,"Psalms 127 LLC",N00032243,5600,"2019-10-16 00:00:00 +0000"
10348,"Yancey Brothers",N00032243,5600,"2019-10-16 00:00:00 +0000"
10349,"AFLAC Inc",N00032243,5000,"2019-10-16 00:00:00 +0000"
10350,"Cantsink Manufacturing LLC",N00032243,5000,"2019-10-16 00:00:00 +0000"
10351,"Cox Enterprises",N00032243,5000,"2019-10-16 00:00:00 +0000"
10352,"Home Depot",N00032243,5000,"2019-10-16 00:00:00 +0000"
10353,"State of Georgia",N00032243,5000,"2019-10-16 00:00:00 +0000"
10354,"Jim Jordan for Congress",N00032243,3000,"2019-10-16 00:00:00 +0000"
10355,"Advantage Fire",N00032243,2800,"2019-10-16 00:00:00 +0000"
10356,"Atlanticus Holdings",N00032243,2800,"2019-10-16 00:00:00 +0000"
10357,Banksouth,N00032243,2800,"2019-10-16 00:00:00 +0000"
10358,"Bsp Boiler & Steam",N00032243,2800,"2019-10-16 00:00:00 +0000"
10359,"Hadco Corp",N00032243,2800,"2019-10-16 00:00:00 +0000"
10360,"Morgan Memorial Hospital",N00032243,2800,"2019-10-16 00:00:00 +0000"
10361,"Peach State Federal Credit Union",N00032243,2800,"2019-10-16 00:00:00 +0000"
10362,"Rts Assoc",N00032243,2800,"2019-10-16 00:00:00 +0000"
10363,"Sandersville Railroad",N00032243,2800,"2019-10-16 00:00:00 +0000"
10364,"Xana Management",N00032243,2800,"2019-10-16 00:00:00 +0000"
10365,"SunTrust Banks",N00035347,10000,"2019-10-16 00:00:00 +0000"
10366,"Yancey Brothers",N00035347,5600,"2019-10-16 00:00:00 +0000"
10367,"Ally Financial",N00035347,5000,"2019-10-16 00:00:00 +0000"
10368,"Coca-Cola Co",N00035347,5000,"2019-10-16 00:00:00 +0000"
10369,"Cox Enterprises",N00035347,5000,"2019-10-16 00:00:00 +0000"
10370,"Ernst & Young",N00035347,5000,"2019-10-16 00:00:00 +0000"
10371,"Home Depot",N00035347,5000,"2019-10-16 00:00:00 +0000"
10372,"Lockheed Martin",N00035347,4500,"2019-10-16 00:00:00 +0000"
10373,"Bottoms Group",N00035347,3800,"2019-10-16 00:00:00 +0000"
10374,"Croy Engineering",N00035347,3800,"2019-10-16 00:00:00 +0000"
10375,"AFLAC Inc",N00035347,3500,"2019-10-16 00:00:00 +0000"
10376,"National Rural Electric Cooperative Assn",N00035347,3500,"2019-10-16 00:00:00 +0000"
10377,"State Farm Mutual Automobile Insurance",N00035347,3500,"2019-10-16 00:00:00 +0000"
10378,"American Financial Services Assn",N00035347,3000,"2019-10-16 00:00:00 +0000"
10379,"National Assn of Realtors",N00035347,3000,"2019-10-16 00:00:00 +0000"
10380,"Toyota Motor North America",N00035347,3000,"2019-10-16 00:00:00 +0000"
10381,"General Wholesale Beer Co",N00035347,2800,"2019-10-16 00:00:00 +0000"
10382,"General Wholesale Co",N00035347,2800,"2019-10-16 00:00:00 +0000"
10383,Mirus,N00035347,2800,"2019-10-16 00:00:00 +0000"
10384,"Right Group",N00035347,2800,"2019-10-16 00:00:00 +0000"
10385,"Sa White Oil",N00035347,2800,"2019-10-16 00:00:00 +0000"
10386,"MAU Workforce Solutions",N00033720,13600,"2019-10-16 00:00:00 +0000"
10387,"Pollard Lumber",N00033720,8400,"2019-10-16 00:00:00 +0000"
10388,"AFLAC Inc",N00033720,7500,"2019-10-16 00:00:00 +0000"
10389,"SunTrust Banks",N00033720,7500,"2019-10-16 00:00:00 +0000"
10390,"Goldman Sachs",N00033720,7000,"2019-10-16 00:00:00 +0000"
10391,"Morris Communications",N00033720,6400,"2019-10-16 00:00:00 +0000"
10392,"RW Allen LLC",N00033720,6100,"2019-10-16 00:00:00 +0000"
10393,Taxslayer,N00033720,5800,"2019-10-16 00:00:00 +0000"
10394,"West Augusta Obgyn",N00033720,5750,"2019-10-16 00:00:00 +0000"
10395,"Yancey Brothers",N00033720,5600,"2019-10-16 00:00:00 +0000"
10396,"Asset Advisors",N00033720,5400,"2019-10-16 00:00:00 +0000"
10397,"Deere & Co",N00033720,5000,"2019-10-16 00:00:00 +0000"
10398,"Home Depot",N00033720,5000,"2019-10-16 00:00:00 +0000"
10399,"Kansas Leadership PAC",N00033720,5000,"2019-10-16 00:00:00 +0000"
10400,"Claxton Poultry Farms",N00033720,4800,"2019-10-16 00:00:00 +0000"
10401,"Blanchard & Calhoun",N00033720,4300,"2019-10-16 00:00:00 +0000"
10402,"Liberty Mutual Insurance",N00033720,3500,"2019-10-16 00:00:00 +0000"
10403,"Oscar's Liquor",N00033720,3500,"2019-10-16 00:00:00 +0000"
10404,"WestRock Co",N00033720,3500,"2019-10-16 00:00:00 +0000"
10405,"AT&T Inc",N00033720,3000,"2019-10-16 00:00:00 +0000"
10406,"Intercontinental Exchange Inc",N00033720,3000,"2019-10-16 00:00:00 +0000"
10407,"National Beer Wholesalers Assn",N00033720,3000,"2019-10-16 00:00:00 +0000"
10408,"Raytheon Co",N00033720,3000,"2019-10-16 00:00:00 +0000"
10409,"Tax Slayer LLC",N00033720,3000,"2019-10-16 00:00:00 +0000"
10410,"House Freedom Fund",N00033744,99185,"2019-06-10 00:00:00 +0000"
10411,"Club for Growth",N00033744,19855,"2019-06-10 00:00:00 +0000"
10412,"McCoy Group",N00033744,18900,"2019-06-10 00:00:00 +0000"
10413,"Highway Equipment Co",N00033744,16200,"2019-06-10 00:00:00 +0000"
10414,"Cottingham & Butler",N00033744,11300,"2019-06-10 00:00:00 +0000"
10415,"Fahr Beverage",N00033744,11050,"2019-06-10 00:00:00 +0000"
10416,"Ariel Corp",N00033744,10800,"2019-06-10 00:00:00 +0000"
10417,"Grimmway Enterprises",N00033744,10800,"2019-06-10 00:00:00 +0000"
10418,"Kendall Hunt Publishing",N00033744,10800,"2019-06-10 00:00:00 +0000"
10419,"Lynch Livestock",N00033744,10800,"2019-06-10 00:00:00 +0000"
10420,"Sedgwick Inc",N00033744,10800,"2019-06-10 00:00:00 +0000"
10421,"UM Holdings",N00033744,10800,"2019-06-10 00:00:00 +0000"
10422,"Standard Golf",N00033744,10400,"2019-06-10 00:00:00 +0000"
10423,"Portzen Construction",N00033744,10250,"2019-06-10 00:00:00 +0000"
10424,"American Bankers Assn",N00033744,10000,"2019-06-10 00:00:00 +0000"
10425,"Associated Builders & Contractors",N00033744,10000,"2019-06-10 00:00:00 +0000"
10426,"Digital Canal Corp",N00033744,10000,"2019-06-10 00:00:00 +0000"
10427,"Eye of the Tiger PAC",N00033744,10000,"2019-06-10 00:00:00 +0000"
10428,"Hawkeye PAC",N00033744,10000,"2019-06-10 00:00:00 +0000"
10429,"Koch Industries",N00033744,10000,"2019-06-10 00:00:00 +0000"
10430,"Majority Cmte PAC",N00033744,10000,"2019-06-10 00:00:00 +0000"
10431,"Making America Prosperous",N00033744,10000,"2019-06-10 00:00:00 +0000"
10432,"National Assn of Home Builders",N00033744,10000,"2019-06-10 00:00:00 +0000"
10433,"National Community Pharmacists Assn",N00033744,10000,"2019-06-10 00:00:00 +0000"
10434,"New York Life Insurance",N00033744,10000,"2019-06-10 00:00:00 +0000"
10435,"Prosperity Action",N00033744,10000,"2019-06-10 00:00:00 +0000"
10436,"Wells Fargo",N00035509,20350,"2019-06-10 00:00:00 +0000"
10437,"Berkshire Hathaway Energy",N00035509,17050,"2019-06-10 00:00:00 +0000"
10438,"Alston & Bird",N00035509,15700,"2019-06-10 00:00:00 +0000"
10439,"Ruan Companies",N00035509,15400,"2019-06-10 00:00:00 +0000"
10440,"Hawkeye PAC",N00035509,15000,"2019-06-10 00:00:00 +0000"
10441,"Raytheon Co",N00035509,12700,"2019-06-10 00:00:00 +0000"
10442,"Doll Distributing",N00035509,12100,"2019-06-10 00:00:00 +0000"
10443,"Union Pacific Corp",N00035509,12000,"2019-06-10 00:00:00 +0000"
10444,"Wellmark Inc",N00035509,11100,"2019-06-10 00:00:00 +0000"
10445,"R&R Realty",N00035509,11050,"2019-06-10 00:00:00 +0000"
10446,"Target Corp",N00035509,11000,"2019-06-10 00:00:00 +0000"
10447,"Amber Mountain",N00035509,10800,"2019-06-10 00:00:00 +0000"
10448,"Ariel Corp",N00035509,10800,"2019-06-10 00:00:00 +0000"
10449,"Blackstone Group",N00035509,10800,"2019-06-10 00:00:00 +0000"
10450,"Grimmway Enterprises",N00035509,10800,"2019-06-10 00:00:00 +0000"
10451,"Henning Group",N00035509,10800,"2019-06-10 00:00:00 +0000"
10452,"Archer Daniels Midland",N00035509,10500,"2019-06-10 00:00:00 +0000"
10453,"Verizon Communications",N00035509,10400,"2019-06-10 00:00:00 +0000"
10454,"Deere & Co",N00035509,10250,"2019-06-10 00:00:00 +0000"
10455,Nationwide,N00035509,10250,"2019-06-10 00:00:00 +0000"
10456,"Knight Hawk Coal",N00035420,19000,"2019-10-16 00:00:00 +0000"
10457,"Citadel LLC",N00035420,11200,"2019-10-16 00:00:00 +0000"
10458,"Reyes Holdings",N00035420,11200,"2019-10-16 00:00:00 +0000"
10459,"Majority Cmte PAC",N00035420,10000,"2019-10-16 00:00:00 +0000"
10460,"Bernard Marcus Family Foundation",N00035420,9474,"2019-10-16 00:00:00 +0000"
10461,"Show Me Institute",N00035420,8476,"2019-10-16 00:00:00 +0000"
10462,"Poettker Construction",N00035420,8100,"2019-10-16 00:00:00 +0000"
10463,"National Air Traffic Controllers Assn",N00035420,8000,"2019-10-16 00:00:00 +0000"
10464,"Barnes & Thornburg",N00035420,7500,"2019-10-16 00:00:00 +0000"
10465,"Eye of the Tiger PAC",N00035420,7500,"2019-10-16 00:00:00 +0000"
10466,"John S Fund",N00035420,7500,"2019-10-16 00:00:00 +0000"
10467,"National Electrical Contractors Assn",N00035420,7500,"2019-10-16 00:00:00 +0000"
10468,"Aspect Holdings",N00035420,7154,"2019-10-16 00:00:00 +0000"
10469,"Peoples National Bank",N00035420,6600,"2019-10-16 00:00:00 +0000"
10470,"Donoho Insurance Agency",N00035420,6100,"2019-10-16 00:00:00 +0000"
10471,"United Mine Workers of America",N00035420,6000,"2019-10-16 00:00:00 +0000"
10472,"Obernagel Farms",N00035420,5750,"2019-10-16 00:00:00 +0000"
10473,"Anesthesia Assoc of Southern Illinois",N00035420,5600,"2019-10-16 00:00:00 +0000"
10474,"Bk2 Holdings",N00035420,5600,"2019-10-16 00:00:00 +0000"
10475,"Civic Service Inc",N00035420,5600,"2019-10-16 00:00:00 +0000"
10476,"Craig Realty Group",N00035420,5600,"2019-10-16 00:00:00 +0000"
10477,"Franklin Mountain Management",N00035420,5600,"2019-10-16 00:00:00 +0000"
10478,"Irving Moskowitz Foundation",N00035420,5600,"2019-10-16 00:00:00 +0000"
10479,"Madison Dearborn Partners",N00035420,5600,"2019-10-16 00:00:00 +0000"
10480,"Mark Arbeiter Farms",N00035420,5600,"2019-10-16 00:00:00 +0000"
10481,"Mountaire Corp",N00035420,5600,"2019-10-16 00:00:00 +0000"
